item_no,category,main_promotion,color,stars,success_indicator
135626,T-Shirt,Catalog,Multi-Color,1.7,flop
680876,Blouse,Category_Highlight,White,3.3,top
703903,Polo-Shirt,Category_Highlight,Pink,2.2,flop
465433,Sweatshirt,Catalog,Black,4.4,top
573274,Sweatshirt,Catalog,Orange,4.2,top
107526,Sweatshirt,Display_Ad_Campaign,Orange,4.2,top
109389,Blouse,Catalog,Brown,5.1,top
272319,T-Shirt,Category_Highlight,Yellow,3.9,top
767521,Tunic,Display_Ad_Campaign,Multi-Color,5.0,top
392907,T-Shirt,Frontpage_Header,Multi-Color,4.6,top
763609,Tunic,Category_Highlight,Green,2.1,flop
512958,Blouse,Display_Ad_Campaign,Yellow,4.0,top
137809,Blouse,Frontpage_Header,Black,5.1,top
679518,Blouse,Display_Ad_Campaign,White,4.9,top
461993,Polo-Shirt,Catalog,Orange,3.5,top
109626,Tunic,Category_Highlight,Red,3.0,flop
863592,Sweatshirt,Catalog,Orange,3.8,top
438262,Blouse,Catalog,Green,4.1,top
243959,T-Shirt,Category_Highlight,Green,3.4,top
441744,Tunic,Frontpage_Header,Multi-Color,2.8,top
774776,Hoodie,Category_Highlight,Brown,3.4,top
670232,Blouse,Display_Ad_Campaign,White,4.9,top
199908,Polo-Shirt,Display_Ad_Campaign,Yellow,5.0,top
551194,T-Shirt,Frontpage_Header,Yellow,4.1,flop
302325,Hoodie,Display_Ad_Campaign,Orange,4.3,top
677284,Tunic,Category_Highlight,White,4.5,top
183148,Polo-Shirt,Category_Highlight,Red,3.2,flop
206044,Tunic,Category_Highlight,Red,3.8,flop
583624,Blouse,Category_Highlight,Blue,2.4,flop
378803,Blouse,Display_Ad_Campaign,Black,4.4,top
747090,Polo-Shirt,Category_Highlight,Multi-Color,2.6,flop
883088,Hoodie,Catalog,Green,3.8,top
917746,Blouse,Frontpage_Header,Blue,4.0,top
289372,Polo-Shirt,Display_Ad_Campaign,Black,2.3,top
650485,Polo-Shirt,Frontpage_Header,Black,3.3,top
987132,Blouse,Category_Highlight,Blue,2.9,flop
794296,Tunic,Category_Highlight,Green,3.2,top
397852,Blouse,Frontpage_Header,Red,2.4,flop
450063,Sweatshirt,Frontpage_Header,Green,3.2,top
922877,Sweatshirt,Catalog,Orange,3.9,top
745835,T-Shirt,Catalog,Multi-Color,1.6,top
881996,Tunic,Display_Ad_Campaign,Blue,2.3,flop
758080,Polo-Shirt,Frontpage_Header,Blue,3.5,top
864707,Sweatshirt,Frontpage_Header,Blue,4.1,top
731242,T-Shirt,Frontpage_Header,Green,4.9,top
252871,Tunic,Display_Ad_Campaign,Black,2.5,flop
389317,Tunic,Category_Highlight,Red,3.9,flop
509692,Tunic,Display_Ad_Campaign,Multi-Color,4.1,top
721555,Blouse,Category_Highlight,Blue,2.5,top
613183,Blouse,Frontpage_Header,Multi-Color,1.7,flop
108572,Tunic,Catalog,Brown,2.4,flop
389275,Hoodie,Category_Highlight,Orange,2.0,flop
379903,Polo-Shirt,Category_Highlight,Red,2.0,flop
202346,T-Shirt,Frontpage_Header,Multi-Color,3.4,top
764157,Polo-Shirt,Frontpage_Header,Multi-Color,2.8,flop
629490,Sweatshirt,Catalog,Red,1.5,flop
764890,Sweatshirt,Catalog,Multi-Color,2.3,flop
528418,T-Shirt,Frontpage_Header,Green,4.5,top
858320,Tunic,Category_Highlight,Green,4.3,top
691467,Blouse,Frontpage_Header,Red,3.1,top
350400,Tunic,Frontpage_Header,Multi-Color,2.7,top
337556,T-Shirt,Catalog,Multi-Color,2.7,top
287643,Hoodie,Category_Highlight,White,4.9,flop
147850,Tunic,Category_Highlight,Multi-Color,3.1,top
274018,Tunic,Display_Ad_Campaign,Black,2.2,flop
476182,Tunic,Category_Highlight,Green,3.6,top
365294,T-Shirt,Category_Highlight,Pink,4.5,top
410603,Sweatshirt,Frontpage_Header,Pink,3.8,top
953484,Polo-Shirt,Category_Highlight,Multi-Color,3.2,flop
660589,T-Shirt,Catalog,Red,4.6,top
232471,T-Shirt,Category_Highlight,Green,5.5,top
187294,Hoodie,Catalog,Yellow,3.1,flop
754366,T-Shirt,Category_Highlight,Yellow,3.8,top
346006,Sweatshirt,Catalog,Orange,3.9,top
358355,Polo-Shirt,Display_Ad_Campaign,Multi-Color,4.0,top
337223,Blouse,Frontpage_Header,Blue,2.9,top
988816,Sweatshirt,Catalog,Multi-Color,2.8,flop
630136,Polo-Shirt,Catalog,Pink,3.6,top
915162,Blouse,Catalog,Yellow,3.9,top
766648,Tunic,Frontpage_Header,Red,2.1,flop
157424,Sweatshirt,Catalog,Orange,1.4,flop
728152,Hoodie,Category_Highlight,Brown,3.3,top
551302,Sweatshirt,Frontpage_Header,Green,2.5,top
957813,Polo-Shirt,Frontpage_Header,Red,2.7,top
114405,Blouse,Frontpage_Header,Blue,2.6,flop
508618,Blouse,Display_Ad_Campaign,Yellow,4.0,top
493867,Tunic,Catalog,Pink,3.8,top
119381,Tunic,Catalog,Red,4.9,flop
491001,Polo-Shirt,Frontpage_Header,Blue,4.3,top
275368,Tunic,Category_Highlight,Green,2.1,flop
917134,Hoodie,Catalog,Orange,3.1,flop
211340,Sweatshirt,Catalog,Multi-Color,2.4,flop
965690,T-Shirt,Frontpage_Header,Green,4.5,top
696849,Polo-Shirt,Frontpage_Header,Brown,2.5,flop
948805,Tunic,Display_Ad_Campaign,Multi-Color,4.0,top
176700,Polo-Shirt,Category_Highlight,White,3.9,top
194919,Blouse,Frontpage_Header,Black,4.6,top
689726,Polo-Shirt,Display_Ad_Campaign,Yellow,4.8,top
350636,Tunic,Category_Highlight,Brown,3.9,top
334725,Sweatshirt,Catalog,Red,3.8,flop
781905,T-Shirt,Category_Highlight,Multi-Color,3.0,top
593678,Sweatshirt,Frontpage_Header,Black,3.4,top
923628,Hoodie,Category_Highlight,Green,3.9,top
546933,Tunic,Catalog,Blue,4.8,top
450020,Hoodie,Catalog,Red,1.3,flop
385330,Blouse,Display_Ad_Campaign,Blue,4.5,top
950082,Blouse,Display_Ad_Campaign,Brown,4.9,top
500796,Tunic,Frontpage_Header,Blue,4.5,top
228877,Sweatshirt,Frontpage_Header,Black,3.7,flop
925560,Polo-Shirt,Category_Highlight,Brown,2.8,flop
231653,Hoodie,Catalog,Green,3.3,top
106284,Sweatshirt,Display_Ad_Campaign,Orange,4.1,top
842468,Polo-Shirt,Category_Highlight,Multi-Color,2.6,flop
843454,Polo-Shirt,Display_Ad_Campaign,Yellow,4.7,top
378164,Sweatshirt,Frontpage_Header,Blue,2.7,flop
815708,T-Shirt,Catalog,Multi-Color,1.9,flop
893602,Tunic,Display_Ad_Campaign,Multi-Color,4.2,top
638289,Hoodie,Catalog,Orange,3.2,top
684738,T-Shirt,Category_Highlight,Multi-Color,3.0,top
391288,Sweatshirt,Catalog,Multi-Color,2.4,flop
326433,Sweatshirt,Display_Ad_Campaign,Blue,2.7,top
728857,Polo-Shirt,Catalog,Green,3.4,top
388054,Hoodie,Display_Ad_Campaign,Blue,3.6,top
539708,Blouse,Frontpage_Header,Black,5.3,top
195494,Tunic,Catalog,Yellow,2.3,flop
315931,T-Shirt,Catalog,Green,5.4,top
527584,Blouse,Category_Highlight,Blue,2.5,flop
896896,Hoodie,Category_Highlight,Black,4.7,flop
944880,Sweatshirt,Display_Ad_Campaign,Pink,4.0,top
984615,Hoodie,Category_Highlight,White,4.5,top
465408,Tunic,Frontpage_Header,Blue,3.4,top
781155,Tunic,Display_Ad_Campaign,Black,2.8,flop
623368,Polo-Shirt,Category_Highlight,Orange,2.5,flop
424935,Blouse,Frontpage_Header,Multi-Color,2.5,flop
684221,Hoodie,Catalog,Green,4.3,top
642000,Tunic,Category_Highlight,Yellow,2.4,flop
531731,Sweatshirt,Display_Ad_Campaign,Pink,4.5,top
151102,T-Shirt,Catalog,Multi-Color,3.7,top
409502,Hoodie,Display_Ad_Campaign,Multi-Color,3.4,flop
440001,Tunic,Catalog,White,4.8,flop
132904,Tunic,Frontpage_Header,Yellow,2.2,flop
789402,Tunic,Catalog,Orange,2.3,flop
565155,Blouse,Frontpage_Header,Green,5.4,top
616056,Tunic,Catalog,Green,2.9,flop
625712,Tunic,Catalog,Multi-Color,3.9,top
193221,Polo-Shirt,Frontpage_Header,Multi-Color,2.6,flop
983183,Polo-Shirt,Frontpage_Header,Pink,3.1,flop
194271,Polo-Shirt,Category_Highlight,Blue,4.4,top
871922,Hoodie,Display_Ad_Campaign,Blue,2.7,top
968211,Tunic,Catalog,Red,3.9,top
777009,Sweatshirt,Catalog,Black,4.7,top
354485,T-Shirt,Catalog,Multi-Color,3.9,flop
350822,Tunic,Frontpage_Header,Brown,2.7,top
420328,Polo-Shirt,Frontpage_Header,Brown,3.0,flop
913846,Sweatshirt,Catalog,Orange,4.4,top
140736,Tunic,Display_Ad_Campaign,Multi-Color,4.1,top
812819,Tunic,Display_Ad_Campaign,Black,3.0,top
501455,Blouse,Display_Ad_Campaign,White,4.4,top
281515,Sweatshirt,Display_Ad_Campaign,Pink,4.7,top
681529,Polo-Shirt,Display_Ad_Campaign,Yellow,4.5,top
537449,T-Shirt,Category_Highlight,Black,4.1,top
737463,Tunic,Category_Highlight,Red,3.3,top
947137,Sweatshirt,Catalog,Red,1.4,flop
924920,Tunic,Catalog,Blue,1.4,flop
116624,Tunic,Display_Ad_Campaign,Black,2.5,flop
629191,Sweatshirt,Catalog,Multi-Color,2.1,flop
555283,T-Shirt,Category_Highlight,Red,4.1,top
916265,Tunic,Frontpage_Header,Brown,2.6,flop
798445,Blouse,Frontpage_Header,Multi-Color,2.3,flop
340281,Tunic,Catalog,Blue,4.2,top
151920,Tunic,Category_Highlight,Blue,4.4,top
133129,T-Shirt,Catalog,Multi-Color,2.2,flop
675099,Sweatshirt,Display_Ad_Campaign,Orange,4.6,top
518249,Sweatshirt,Frontpage_Header,Yellow,3.1,top
112794,Polo-Shirt,Catalog,Yellow,3.9,top
808858,T-Shirt,Category_Highlight,Yellow,5.0,top
105112,Hoodie,Category_Highlight,Yellow,2.6,flop
658084,Polo-Shirt,Category_Highlight,Yellow,2.5,flop
344524,Tunic,Category_Highlight,Green,2.6,top
106608,T-Shirt,Display_Ad_Campaign,Black,3.7,top
382747,T-Shirt,Category_Highlight,Blue,2.6,top
786644,T-Shirt,Category_Highlight,Blue,2.5,top
308236,Polo-Shirt,Catalog,Multi-Color,3.5,flop
294762,Sweatshirt,Display_Ad_Campaign,Green,4.9,top
940342,T-Shirt,Frontpage_Header,Yellow,3.9,top
500937,Tunic,Category_Highlight,Yellow,3.4,flop
762572,Polo-Shirt,Category_Highlight,Black,4.0,top
382592,Hoodie,Category_Highlight,White,4.2,top
882332,Polo-Shirt,Catalog,Orange,3.2,top
559767,Sweatshirt,Catalog,Black,4.8,top
576405,T-Shirt,Category_Highlight,Multi-Color,3.2,top
619126,Polo-Shirt,Catalog,Yellow,3.4,top
665902,Blouse,Display_Ad_Campaign,White,3.4,top
228179,Tunic,Frontpage_Header,Blue,2.6,top
156695,T-Shirt,Category_Highlight,Blue,3.0,top
704685,Polo-Shirt,Catalog,Yellow,2.8,flop
406737,Sweatshirt,Frontpage_Header,Blue,2.5,top
866668,Tunic,Display_Ad_Campaign,Green,2.5,flop
459763,Polo-Shirt,Category_Highlight,Multi-Color,3.2,top
316978,Tunic,Category_Highlight,Green,2.8,top
729855,Tunic,Catalog,Multi-Color,3.0,flop
296471,Polo-Shirt,Frontpage_Header,Yellow,2.0,top
592283,Polo-Shirt,Display_Ad_Campaign,Yellow,5.6,top
556580,T-Shirt,Catalog,Black,3.6,top
311514,T-Shirt,Frontpage_Header,Yellow,4.1,top
924623,T-Shirt,Category_Highlight,Black,3.0,top
563649,Sweatshirt,Frontpage_Header,Pink,4.2,flop
652702,Blouse,Display_Ad_Campaign,Brown,5.1,top
968309,T-Shirt,Category_Highlight,Yellow,4.5,top
979108,Sweatshirt,Display_Ad_Campaign,Blue,3.9,top
426066,Polo-Shirt,Category_Highlight,Blue,3.2,flop
393933,Sweatshirt,Frontpage_Header,Orange,3.3,top
807561,Blouse,Frontpage_Header,Multi-Color,2.4,flop
754774,Tunic,Category_Highlight,Yellow,2.9,flop
261532,Blouse,Frontpage_Header,Black,4.6,top
663419,Polo-Shirt,Catalog,Pink,3.2,flop
625290,Sweatshirt,Display_Ad_Campaign,Red,5.0,top
506765,Tunic,Display_Ad_Campaign,Black,2.4,flop
797116,T-Shirt,Frontpage_Header,Multi-Color,4.4,top
542003,Blouse,Category_Highlight,Black,3.1,top
885537,T-Shirt,Catalog,Multi-Color,1.9,flop
976260,Tunic,Frontpage_Header,Black,3.4,top
709895,Polo-Shirt,Catalog,Pink,3.1,top
736931,Tunic,Catalog,Green,2.9,flop
545519,Polo-Shirt,Display_Ad_Campaign,Yellow,4.6,flop
973965,Polo-Shirt,Catalog,Orange,3.1,top
798981,Tunic,Display_Ad_Campaign,Multi-Color,3.8,top
663385,Sweatshirt,Catalog,Multi-Color,3.1,flop
499151,Polo-Shirt,Category_Highlight,Pink,1.9,flop
715406,Polo-Shirt,Display_Ad_Campaign,Green,5.1,top
315176,T-Shirt,Catalog,Multi-Color,4.1,top
768334,Polo-Shirt,Frontpage_Header,Green,3.0,flop
134421,Polo-Shirt,Display_Ad_Campaign,Blue,2.3,flop
618252,Hoodie,Catalog,Yellow,3.2,flop
218660,T-Shirt,Display_Ad_Campaign,Black,3.6,top
250352,Tunic,Category_Highlight,Blue,4.4,top
504161,Polo-Shirt,Category_Highlight,Red,3.5,flop
910039,Sweatshirt,Frontpage_Header,Red,3.9,top
152124,T-Shirt,Category_Highlight,Blue,2.2,top
501360,Blouse,Catalog,White,2.0,flop
152536,Tunic,Category_Highlight,Blue,4.2,top
487433,Polo-Shirt,Catalog,Brown,3.5,top
254594,Tunic,Frontpage_Header,Multi-Color,3.1,top
281075,Tunic,Category_Highlight,Red,3.4,flop
474259,Polo-Shirt,Category_Highlight,Green,3.6,top
190113,T-Shirt,Catalog,Orange,4.5,top
342065,Polo-Shirt,Catalog,Multi-Color,2.5,flop
876448,Sweatshirt,Catalog,Multi-Color,2.5,flop
126538,Blouse,Frontpage_Header,Red,4.5,flop
361751,Polo-Shirt,Category_Highlight,Brown,3.7,top
603643,T-Shirt,Catalog,Black,3.1,top
582438,Tunic,Category_Highlight,White,3.6,top
631341,Polo-Shirt,Frontpage_Header,Brown,2.9,flop
528553,Blouse,Catalog,Black,3.7,top
608958,Tunic,Category_Highlight,Red,3.3,top
868491,Polo-Shirt,Frontpage_Header,Yellow,3.0,flop
306130,Blouse,Frontpage_Header,Red,4.3,top
796830,Tunic,Catalog,Red,3.8,flop
547644,Polo-Shirt,Category_Highlight,Red,2.0,flop
760681,Tunic,Display_Ad_Campaign,Black,2.8,flop
975776,Polo-Shirt,Category_Highlight,Brown,2.4,flop
365762,Sweatshirt,Display_Ad_Campaign,Multi-Color,3.3,flop
481395,Blouse,Category_Highlight,Blue,3.1,flop
640870,T-Shirt,Category_Highlight,Red,4.3,top
884293,Tunic,Frontpage_Header,Blue,3.2,top
799679,Tunic,Display_Ad_Campaign,Multi-Color,4.0,top
919920,Polo-Shirt,Catalog,Multi-Color,2.7,flop
221238,Sweatshirt,Catalog,Multi-Color,1.6,flop
211078,Blouse,Frontpage_Header,Orange,4.0,top
964770,T-Shirt,Display_Ad_Campaign,Black,3.8,top
444234,T-Shirt,Frontpage_Header,Multi-Color,4.8,top
240687,Polo-Shirt,Frontpage_Header,White,3.3,top
612792,Tunic,Catalog,Green,2.7,flop
694314,Polo-Shirt,Category_Highlight,Orange,2.7,top
732156,Blouse,Frontpage_Header,Multi-Color,2.1,top
741804,Polo-Shirt,Category_Highlight,Blue,2.1,top
255119,Tunic,Category_Highlight,Multi-Color,3.3,top
139284,Polo-Shirt,Catalog,Red,2.7,flop
559611,Tunic,Display_Ad_Campaign,Multi-Color,4.7,top
662803,Blouse,Catalog,Yellow,3.8,top
648366,Tunic,Category_Highlight,Green,3.6,top
509383,Polo-Shirt,Category_Highlight,Brown,3.5,top
665070,Sweatshirt,Category_Highlight,Green,2.7,top
907552,Tunic,Display_Ad_Campaign,Multi-Color,4.1,top
574295,Blouse,Display_Ad_Campaign,Brown,4.5,top
812371,Sweatshirt,Display_Ad_Campaign,Orange,3.6,flop
228945,Sweatshirt,Catalog,Black,4.4,top
606210,Polo-Shirt,Category_Highlight,Multi-Color,3.1,flop
988024,Sweatshirt,Display_Ad_Campaign,Black,4.9,top
854889,Polo-Shirt,Catalog,Yellow,3.5,top
410104,T-Shirt,Frontpage_Header,Multi-Color,3.6,flop
854922,T-Shirt,Catalog,Red,4.8,top
109507,T-Shirt,Category_Highlight,Pink,3.0,top
368583,T-Shirt,Frontpage_Header,Yellow,4.9,top
404979,Polo-Shirt,Catalog,Yellow,3.9,top
875989,Tunic,Category_Highlight,Yellow,3.3,flop
864996,Sweatshirt,Category_Highlight,Blue,4.6,top
317026,Tunic,Category_Highlight,Multi-Color,2.7,flop
555533,Hoodie,Catalog,Yellow,4.2,top
211598,T-Shirt,Category_Highlight,Blue,2.6,top
483042,Tunic,Category_Highlight,Blue,5.1,top
494838,Blouse,Category_Highlight,Yellow,4.2,flop
698821,Sweatshirt,Display_Ad_Campaign,Black,4.9,top
938425,Polo-Shirt,Category_Highlight,Brown,3.7,flop
123239,Polo-Shirt,Catalog,Yellow,3.3,flop
478689,T-Shirt,Catalog,Orange,4.8,top
332008,Tunic,Category_Highlight,Blue,4.1,top
492847,Hoodie,Category_Highlight,Multi-Color,2.6,flop
687680,T-Shirt,Category_Highlight,Multi-Color,3.1,top
772114,Tunic,Category_Highlight,White,3.6,top
609659,Hoodie,Catalog,Green,4.1,flop
413149,Tunic,Category_Highlight,Multi-Color,4.0,flop
905842,Sweatshirt,Frontpage_Header,White,3.4,top
577482,Hoodie,Category_Highlight,Pink,3.2,top
104037,Blouse,Display_Ad_Campaign,Blue,4.8,top
167868,Polo-Shirt,Category_Highlight,Brown,3.3,top
711273,T-Shirt,Frontpage_Header,Multi-Color,3.4,top
390512,Sweatshirt,Catalog,Red,1.7,flop
929717,Tunic,Category_Highlight,Multi-Color,3.7,top
496099,Sweatshirt,Display_Ad_Campaign,Orange,5.3,flop
216756,T-Shirt,Category_Highlight,Yellow,3.5,flop
858736,Hoodie,Category_Highlight,Orange,3.1,flop
376711,T-Shirt,Display_Ad_Campaign,Black,3.5,top
397612,Polo-Shirt,Category_Highlight,Brown,4.0,top
794176,Blouse,Display_Ad_Campaign,Blue,5.3,top
502151,Sweatshirt,Catalog,Brown,5.4,top
668020,Tunic,Category_Highlight,Green,4.0,top
255145,Sweatshirt,Catalog,Red,1.8,top
791918,Sweatshirt,Catalog,Orange,4.1,top
840380,Blouse,Category_Highlight,Blue,2.2,flop
764887,Tunic,Catalog,Green,3.0,flop
856749,T-Shirt,Display_Ad_Campaign,Black,3.6,top
666330,Hoodie,Category_Highlight,White,4.1,top
906939,Polo-Shirt,Catalog,Green,2.5,flop
384712,Sweatshirt,Catalog,Red,1.0,flop
803906,T-Shirt,Frontpage_Header,Yellow,4.1,top
415135,Tunic,Category_Highlight,Green,3.9,top
237499,Tunic,Frontpage_Header,Blue,3.6,top
284972,Sweatshirt,Frontpage_Header,Red,0.8,flop
443811,Blouse,Category_Highlight,Yellow,3.6,top
248566,Polo-Shirt,Category_Highlight,Brown,3.8,top
593090,Tunic,Frontpage_Header,Blue,2.8,top
751845,Tunic,Category_Highlight,Blue,4.5,flop
934501,Blouse,Category_Highlight,Blue,3.1,flop
584297,Sweatshirt,Display_Ad_Campaign,Blue,3.0,flop
279389,Tunic,Frontpage_Header,Red,3.5,top
895961,Tunic,Catalog,Yellow,3.5,top
512839,T-Shirt,Category_Highlight,Pink,3.4,top
814073,Tunic,Display_Ad_Campaign,Black,3.6,flop
252923,Tunic,Category_Highlight,Green,3.3,top
365584,T-Shirt,Frontpage_Header,Yellow,4.8,top
155380,T-Shirt,Frontpage_Header,Multi-Color,3.8,top
250339,Blouse,Display_Ad_Campaign,Green,4.2,flop
860924,Polo-Shirt,Catalog,Yellow,3.1,top
487240,Sweatshirt,Frontpage_Header,Blue,3.5,top
373191,Blouse,Display_Ad_Campaign,Brown,4.8,top
982839,T-Shirt,Category_Highlight,Blue,3.9,top
801902,Tunic,Catalog,Green,3.7,top
702333,Blouse,Category_Highlight,Red,1.7,flop
431514,Tunic,Frontpage_Header,Multi-Color,3.2,top
618802,T-Shirt,Catalog,Red,4.2,top
143282,Blouse,Category_Highlight,Black,4.3,top
512307,T-Shirt,Catalog,Orange,4.8,top
472019,T-Shirt,Category_Highlight,Multi-Color,2.9,top
507205,T-Shirt,Category_Highlight,Black,2.8,flop
190713,Sweatshirt,Frontpage_Header,Yellow,3.5,top
863911,Hoodie,Catalog,Yellow,2.9,flop
250906,Polo-Shirt,Frontpage_Header,Yellow,2.3,flop
838020,Sweatshirt,Frontpage_Header,Black,4.6,top
651148,Polo-Shirt,Category_Highlight,Orange,1.8,flop
315279,T-Shirt,Frontpage_Header,Multi-Color,4.5,top
941701,Blouse,Display_Ad_Campaign,Multi-Color,1.0,flop
839712,Polo-Shirt,Catalog,Pink,3.5,top
643027,Blouse,Catalog,Yellow,3.8,top
414374,T-Shirt,Frontpage_Header,Multi-Color,4.9,top
314519,Polo-Shirt,Category_Highlight,Blue,2.9,top
947943,Sweatshirt,Catalog,Black,4.7,top
192585,Sweatshirt,Catalog,Multi-Color,2.7,flop
942334,Polo-Shirt,Category_Highlight,Blue,1.8,flop
816044,Hoodie,Frontpage_Header,Brown,1.8,flop
967883,Sweatshirt,Display_Ad_Campaign,Black,4.5,top
958725,Polo-Shirt,Frontpage_Header,Brown,2.7,flop
891975,T-Shirt,Category_Highlight,White,3.2,flop
830866,Blouse,Display_Ad_Campaign,White,4.6,top
249478,Sweatshirt,Catalog,Black,4.9,top
798339,Tunic,Category_Highlight,Multi-Color,3.1,top
859995,Tunic,Frontpage_Header,Multi-Color,2.2,flop
209301,Polo-Shirt,Display_Ad_Campaign,Blue,1.3,flop
755818,Blouse,Display_Ad_Campaign,Blue,4.3,top
137835,Blouse,Frontpage_Header,Blue,4.0,top
905307,Tunic,Category_Highlight,Green,4.0,top
135969,Tunic,Frontpage_Header,Red,3.2,flop
209655,Hoodie,Catalog,Green,4.7,top
539317,Blouse,Frontpage_Header,Multi-Color,2.9,flop
941020,Tunic,Category_Highlight,Blue,4.1,top
589100,Tunic,Category_Highlight,Brown,4.3,top
490903,Polo-Shirt,Category_Highlight,Blue,2.3,flop
141473,Blouse,Display_Ad_Campaign,Brown,4.8,top
235410,Hoodie,Catalog,Green,3.6,top
973193,Tunic,Frontpage_Header,Multi-Color,3.5,top
206812,Blouse,Frontpage_Header,Red,4.6,top
915186,Tunic,Category_Highlight,Green,3.5,top
374222,Sweatshirt,Catalog,Yellow,3.5,top
554185,Tunic,Catalog,Green,2.7,flop
626978,Sweatshirt,Display_Ad_Campaign,Blue,3.4,top
197041,T-Shirt,Frontpage_Header,Red,4.0,top
676173,T-Shirt,Category_Highlight,Green,5.2,top
888618,Blouse,Catalog,Blue,3.0,flop
585730,Sweatshirt,Frontpage_Header,Black,3.8,top
486004,Hoodie,Frontpage_Header,Green,3.0,top
344863,Sweatshirt,Catalog,Red,1.7,flop
464795,Polo-Shirt,Catalog,Pink,3.2,top
580596,Hoodie,Frontpage_Header,Green,3.0,top
784681,Polo-Shirt,Category_Highlight,Blue,4.9,top
131803,Hoodie,Category_Highlight,Red,1.2,flop
212183,Polo-Shirt,Frontpage_Header,Yellow,2.9,flop
757808,Tunic,Frontpage_Header,White,3.6,flop
705144,Hoodie,Display_Ad_Campaign,Orange,4.8,top
312984,Blouse,Frontpage_Header,Blue,4.0,top
189168,T-Shirt,Category_Highlight,Blue,3.2,top
735736,Hoodie,Display_Ad_Campaign,Orange,4.2,top
484599,T-Shirt,Category_Highlight,Blue,2.9,top
234578,Sweatshirt,Display_Ad_Campaign,Blue,3.0,top
819046,Polo-Shirt,Display_Ad_Campaign,Orange,2.8,top
928150,Polo-Shirt,Frontpage_Header,Brown,4.0,top
172380,Hoodie,Catalog,Red,2.6,top
700637,Sweatshirt,Frontpage_Header,Pink,3.6,top
409434,Sweatshirt,Catalog,Blue,4.0,top
309190,Tunic,Catalog,Yellow,3.7,top
727229,Polo-Shirt,Frontpage_Header,Red,3.3,flop
924682,Hoodie,Catalog,Red,3.4,top
661845,Polo-Shirt,Catalog,Pink,3.9,top
500540,Hoodie,Catalog,Orange,3.7,top
480134,Polo-Shirt,Category_Highlight,Multi-Color,2.5,flop
239409,Tunic,Category_Highlight,Red,3.8,top
838989,Tunic,Catalog,Brown,2.8,flop
319518,Polo-Shirt,Catalog,Multi-Color,2.7,flop
561559,Polo-Shirt,Catalog,Multi-Color,3.4,flop
459557,Tunic,Category_Highlight,Pink,2.7,flop
365333,Polo-Shirt,Catalog,Yellow,4.2,top
445593,Polo-Shirt,Category_Highlight,Brown,4.2,top
641831,Sweatshirt,Category_Highlight,Red,1.7,flop
705413,Tunic,Category_Highlight,Red,3.5,top
874385,Tunic,Category_Highlight,Red,2.9,flop
933908,Polo-Shirt,Catalog,Pink,3.7,top
970699,Hoodie,Catalog,Orange,3.1,top
379090,Tunic,Catalog,Green,3.2,flop
908385,Blouse,Catalog,Blue,1.9,flop
514146,Polo-Shirt,Catalog,Green,3.8,top
862423,Polo-Shirt,Frontpage_Header,Yellow,2.5,flop
287700,Hoodie,Category_Highlight,White,4.4,top
683738,Blouse,Frontpage_Header,Blue,3.4,top
657362,Polo-Shirt,Frontpage_Header,Yellow,2.9,flop
734724,T-Shirt,Display_Ad_Campaign,Black,3.7,top
453300,Hoodie,Category_Highlight,White,4.5,top
388520,Tunic,Frontpage_Header,Multi-Color,3.4,top
951347,T-Shirt,Catalog,Black,4.6,top
409804,Blouse,Frontpage_Header,Red,4.4,top
510063,T-Shirt,Category_Highlight,Yellow,4.1,top
940001,T-Shirt,Catalog,Red,1.1,flop
784394,Tunic,Category_Highlight,Blue,4.6,top
310282,T-Shirt,Category_Highlight,Green,5.4,top
137593,T-Shirt,Catalog,White,2.7,top
138943,Blouse,Frontpage_Header,Orange,4.4,flop
371713,Polo-Shirt,Catalog,Pink,3.7,flop
155668,Tunic,Frontpage_Header,Green,4.1,top
786921,Blouse,Frontpage_Header,Red,4.3,top
604774,Polo-Shirt,Catalog,Yellow,2.9,flop
479950,Polo-Shirt,Category_Highlight,Multi-Color,2.2,flop
359362,Sweatshirt,Catalog,Pink,3.5,top
199303,Sweatshirt,Catalog,Multi-Color,2.0,flop
378747,Tunic,Category_Highlight,Multi-Color,3.4,top
854936,Hoodie,Category_Highlight,Pink,3.3,top
245141,Blouse,Catalog,Yellow,4.2,top
475316,T-Shirt,Category_Highlight,Yellow,5.1,top
316446,T-Shirt,Frontpage_Header,Multi-Color,4.5,top
773568,Blouse,Display_Ad_Campaign,Brown,5.2,top
162236,Tunic,Display_Ad_Campaign,Multi-Color,4.2,top
328236,Tunic,Category_Highlight,Blue,4.5,top
679680,Tunic,Frontpage_Header,Red,3.0,top
175246,T-Shirt,Display_Ad_Campaign,Black,4.7,top
260765,Sweatshirt,Display_Ad_Campaign,Orange,4.5,top
822236,Polo-Shirt,Catalog,Orange,4.2,top
264916,Sweatshirt,Catalog,Red,4.6,top
152796,Polo-Shirt,Frontpage_Header,Brown,2.4,flop
211818,Tunic,Category_Highlight,White,5.0,top
352744,T-Shirt,Category_Highlight,Multi-Color,3.5,flop
599919,Polo-Shirt,Category_Highlight,Brown,3.0,top
525827,Tunic,Frontpage_Header,Blue,3.4,top
748424,Blouse,Catalog,Yellow,3.7,top
835206,T-Shirt,Catalog,Yellow,4.4,top
221119,Sweatshirt,Frontpage_Header,Orange,1.7,flop
